permalink,name,homepage_url,category_list,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at,target,primary_category,funding_total_usd_clean,market_share,industry_hhi,clustering_coefficient,degree_centrality,weak_tie_ratio,num_investors,working_capital,breakout_velocity
/organization/platogo,Platogo,http://www.platogo.com/wrapper,Games|Startups,-,acquired,AUT,9,Vienna,Vienna,2,2008-07-01,2008-01-01,2009-09-15,1,Startups,0.0,0.0,0.14637294260989628,0.13936893745122086,100.0,0.01996007984031936,1.0,0.0,0.0
/organization/platter,Platter,http://www.platterhq.com,Ediscovery|Hospitality|Mobile|Photography|Photo Sharing|Social Network Media,619445,operating,GBR,H9,London,London,3,2011-11-11,2012-09-18,2013-11-01,1,Hospitality,619445.0,0.0012655265548839935,0.17294825324674531,0.406957297357565,876.0,0.006844626967830254,5.0,13.336580809181847,0.49896032919241573
/organization/platypi,Platypi,http://platypi.io,Mobile Software Tools|Software,2000000,operating,USA,AL,Birmingham,Birmingham,1,2013-12-01,2013-12-04,2013-12-04,1,Software,2000000.0,0.00013524334480340862,0.016038692107825596,0.0,0.0,0.0,0.0,14.508658238524095,0.0
/organization/platypus-platform,Platypus Platform,http://www.platypus-platform.org,Enterprise Software|Software,1000000,operating,,,,,1,2013-01-01,2012-01-01,2012-01-01,1,Software,1000000.0,6.762167240170431e-05,0.016038692107825596,0.0,0.0,10.0,1.0,13.815511557963774,5305.7624786813685
/organization/plaxd,PLAXD,http://www.plaxd.com,Analytics|Big Data Analytics|Data Mining|FreetoPlay Gaming|Games|Machine Learning|Mobile Games|Social Games,100000,operating,,,,,1,2012-05-01,2012-05-01,2012-05-01,1,Big Data Analytics,100000.0,9.450401641412425e-05,0.1845514244262581,0.0,0.0,10.0,1.0,11.51293546492023,591.7682432227085
/organization/plaxo,Plaxo,http://www.plaxo.com,Contact Management|Curated Web|Databases|Synchronization|Trading,28300000,acquired,USA,CA,SF Bay Area,Sunnyvale,4,2002-11-17,2002-11-01,2007-02-01,1,Curated Web,28300000.0,0.0077973987634611585,0.019806635877243118,0.3505128776898205,2515.0,0.007945967421533572,19.0,17.158372397949154,4.574144785817246
/organization/play-for-job,Play for Job,,Software,38598,operating,,,,,1,,2013-09-01,2013-09-01,1,Unknown,38598.0,1.8092359975894678e-07,0.0014423226788110742,0.037629613111829635,27.0,0.07352941176470588,1.0,10.560981648381585,67.86583371760315
/organization/play-i,Wonder Workshop (Formerly Play-i),http://makewonder.com,Hardware + Software|Robotics,17340000,operating,USA,CA,SF Bay Area,San Mateo,4,2012-11-01,2013-05-01,2015-05-05,1,Robotics,17340000.0,0.11443032072482778,0.2837384081760938,0.09441121569276252,1050.0,0.02943690057924224,30.0,16.668526586986793,1.6704310579957715
/organization/play-megaphone,Play Megaphone,http://www.megaphonetv.com,Broadcasting|Entertainment|Games|Television,4300000,operating,USA,NY,New York City,New York,1,2008-01-01,2013-10-21,2013-10-21,1,Entertainment,4300000.0,0.0016452559920795235,0.44607972781022986,0.047385438733415094,34.0,0.05847953216374269,1.0,15.274125813221904,1.9584815489519498
/organization/play-more,Play More,http://www.playmore.com.hk/,Mobile,41250,operating,,,,,1,2009-01-01,2014-12-01,2014-12-01,1,Unknown,41250.0,1.9335453883767436e-07,0.0014423226788110742,0.07525922622365927,54.0,0.03690036900369004,1.0,10.627430633893226,34.27242203875052
/organization/play-with-pictures,Play With Pictures / HangPic,http://playwithpictur.es,Facebook Applications|Games|iOS|Photography,100000,closed,FRA,A8,Paris,Paris,1,2012-10-01,2012-10-01,2012-10-01,0,Games,100000.0,2.303544000461379e-05,0.058216768033782215,0.0,0.0,0.0,0.0,11.51293546492023,0.0
/organization/play-works-studio,Play Works Studio,http://www.playworksstudio.com,Educational Games|Mobile Games|Video Games,300000,operating,,,,,2,2013-05-07,2014-01-01,2015-05-01,1,Mobile Games,300000.0,0.0008364236422443416,0.1104370637410804,0.0,0.0,0.0,0.0,12.611541086966115,0.0
/organization/play140,play140,http://play140.com,Games,500000,acquired,USA,MA,Boston,Cambridge,1,,2010-10-07,2010-10-07,1,Unknown,500000.0,2.3436913798505984e-06,0.0014423226788110742,0.23971457241609992,172.0,0.011614401858304297,1.0,13.122365377402328,13.319710438412992
/organization/play2focus,Play2Focus,,Game|Kids|Mobile,12500,operating,,,,,1,,2014-01-01,2014-01-01,1,Kids,12500.0,0.00012248982459878483,0.1853056354211459,0.07525922622365927,54.0,0.03690036900369004,1.0,9.433563920090563,1.78234483055551
/organization/play2shop-com,Play2Shop.com,http://www.play2shop.com,Entertainment|FreetoPlay Gaming|Games|Gift Card|Shopping,525000,operating,USA,FL,Ft. Lauderdale,Fort Lauderdale,3,2013-01-01,2013-01-01,2014-02-07,1,FreetoPlay Gaming,525000.0,0.004980720437588452,0.7210665474193607,0.0,0.0,10.0,1.0,13.171155446333852,180.1635636704698
/organization/play4test,Play4test,http://www.play4test.com/,Entertainment|Game|Games|Testing,270862,operating,ESP,29,Madrid,Madrid,1,,2014-06-12,2014-06-12,1,Game,270862.0,0.00042479088926595035,0.5497315835978311,0.013936893745122088,10.0,0.19607843137254904,1.0,12.509368436980559,4.382131386651893
/organization/playart-labs,PlayArt Labs,http://playartlabs.com,Games,100000,operating,ISR,5,Tel Aviv,Tel Aviv,1,2013-01-01,2013-10-16,2013-10-16,1,Unknown,100000.0,4.6873827597011964e-07,0.0014423226788110742,0.0,0.0,0.0,0.0,11.51293546492023,0.0
/organization/playbasis,Playbasis,http://www.playbasis.com,Big Data|CRM|Curated Web|Gamification|Loyalty Programs|Social Media|Virtual Currency,2943000,operating,THA,40,Bangkok,Bangkok,5,2012-01-01,2012-08-14,2015-06-25,1,CRM,2943000.0,0.0055094454738889576,0.09092141544401829,0.1847868147147364,1127.0,0.015061575263577568,16.0,14.894940367004883,2.222930231379753
/organization/playblazer,Playblazer,http://www.playblazer.com,Enterprise Software|Games|SaaS,-,operating,USA,CA,SF Bay Area,San Francisco,2,2013-08-01,2013-06-26,2015-03-15,1,Games,0.0,0.0,0.058216768033782215,0.13565243245252165,146.0,0.02050580997949419,2.0,0.0,0.0
/organization/playboox,Playboox,http://www.playboox.com,Consulting|Software,3250000,operating,USA,CA,SF Bay Area,San Francisco,2,,2008-06-19,2009-04-01,1,Software,3250000.0,0.000219770435305539,0.016038692107825596,0.015330583119634296,11.0,0.17857142857142858,1.0,14.99416586199818,102.82888276901063
/organization/playbucks,PlayBucks,,Games|Incentives|Mobile|Social Media|Software,-,operating,USA,NY,New York City,New York,1,2012-05-10,2012-06-01,2012-06-01,1,Incentives,0.0,0.0,0.2768058865647832,0.0,0.0,0.0,0.0,0.0,0.0
/organization/playcafe,PlayCafe,http://www.playcafe.com,Games,-,closed,USA,CA,SF Bay Area,Redwood City,1,2006-04-01,2007-12-01,2007-12-01,0,Unknown,0.0,0.0,0.0014423226788110742,0.0,0.0,0.0,0.0,0.0,0.0
/organization/playcanvas,PlayCanvas,http://playcanvas.com,Finance|Game|Games,590000,operating,GBR,H9,London,London,2,2011-05-09,2013-07-02,2014-11-19,1,Game,590000.0,0.0009252926754838652,0.5497315835978311,0.313580109265247,450.0,0.008880994671403198,3.0,13.28787951079572,0.21083246075035633
/organization/playcast-media,Playcast Media,http://playcast-media.com,Games,10000000,operating,GBR,H9,London,London,1,2007-01-01,2011-01-25,2011-01-25,1,Unknown,10000000.0,4.687382759701197e-05,0.0014423226788110742,0.06898762403835433,99.0,0.04024144869215292,3.0,16.118095750958314,56.685652151595505
/organization/playcez,Playcez,http://www.PlayCez.com,Mobile,530000,closed,IND,7,New Delhi,New Delhi,2,2010-01-01,2012-10-31,2013-03-08,0,Unknown,530000.0,2.484312862641634e-06,0.0014423226788110742,0.0,0.0,0.0,0.0,13.180634172318978,0.0
/organization/playchemy,Playchemy,http://playchemy.com,Games,1080303,operating,USA,CA,SF Bay Area,Burlingame,1,2010-01-01,2011-10-26,2011-10-26,1,Unknown,1080303.0,5.063793657453482e-06,0.0014423226788110742,0.0,0.0,0.0,0.0,13.892753040973405,0.0
/organization/playcrafter,PlayCrafter,http://PlayCrafter.com,Games,-,closed,,,,,1,,2008-10-21,2008-10-21,0,Unknown,0.0,0.0,0.0014423226788110742,0.10313301371390345,74.0,0.026954177897574122,1.0,0.0,0.0
/organization/playd8,PLAYD8,http://www.playd8.com,Babies|Events|Kids|Mobile|Networking|Online Scheduling|Parenting|Social Network Media,60000,closed,USA,CA,Los Angeles,Los Angeles,1,2011-02-22,2011-02-22,2011-02-22,0,Events,60000.0,0.0001587245631955114,0.07981426150456249,0.0,0.0,0.0,0.0,11.002116507732017,0.0
/organization/playdata,PlayData,http://www.myplaydata.com/,Software,-,operating,USA,GA,Atlanta,Atlanta,1,2012-05-23,2014-03-10,2014-03-10,1,Unknown,0.0,0.0,0.0014423226788110742,0.0,0.0,0.0,0.0,0.0,0.0
/organization/playdate-app,Playdate App,http://app.net/playdate,Games|iPhone|Mobile|Mobile Games|Social Media|Software,100000,operating,USA,NY,New York City,New York,2,2012-01-01,2012-01-01,2012-01-01,1,iPhone,100000.0,0.000102578469142003,0.17322067016677195,0.0,0.0,0.0,0.0,11.51293546492023,0.0
/organization/playdead,Playdead,http://playdead.com,Games,-,operating,DNK,17,Copenhagen,Copenhagen,1,2008-02-01,2009-02-02,2009-02-02,1,Unknown,0.0,0.0,0.0014423226788110742,0.032054855613780804,23.0,0.08620689655172414,1.0,0.0,0.0
/organization/playdemic,Playdemic,http://www.playdemic.com,Games,4378812,acquired,GBR,C5,,,2,2010-01-01,2012-08-20,2013-10-11,1,Unknown,4378812.0,2.0525167876772715e-05,0.0014423226788110742,0.013936893745122088,15.0,0.19607843137254904,2.0,15.292288241058046,262.0523799731804
/organization/playdo,PlayDo,http://www.playdo.com,Games,4290000,operating,SWE,26,Stockholm,Stockholm,1,1999-01-01,2008-12-17,2008-12-17,1,Unknown,4290000.0,2.0108872039118133e-05,0.0014423226788110742,0.0464563124837403,50.0,0.059642147117296214,2.0,15.271797524004405,79.60296351010378
/organization/playdom,Playdom,http://www.playdom.com,Apps|Entertainment|Games,76000000,acquired,USA,CA,SF Bay Area,Palo Alto,2,2008-02-01,2009-11-11,2010-06-21,1,Entertainment,76000000.0,0.029078943115824138,0.44607972781022986,0.4462903085937984,1441.0,0.006241764338719745,8.0,18.1462439114085,0.24834381188516258
/organization/playearth,PlayEarth,http://rocketpun.ch/company/playearth,Games,664369,operating,KOR,11,Seoul,Seoul,2,2012-05-02,2012-10-21,2014-01-03,1,Unknown,664369.0,3.114151796679924e-06,0.0014423226788110742,0.0013936893745122088,1.0,1.6666666666666667,1.0,13.406594502179852,1952.778714384365
/organization/played,Played,,Games|Mobile|PC Gaming,-,operating,,,,,1,,2011-08-04,2011-08-04,1,Mobile,0.0,0.0,0.12278296107089119,0.023692719366707547,17.0,0.11627906976744186,1.0,0.0,0.0
/organization/playenable,PlayEnable,http://www.playenable.com,E-Commerce|Fitness|Health and Wellness|Marketplaces|Sports,39650,operating,GBR,H9,London,London,1,2012-03-07,2012-11-15,2012-11-15,1,Fitness,39650.0,3.865366360128046e-05,0.6522214733582723,0.08222767309622031,59.0,0.03378378378378378,1.0,10.587871447425917,0.5401491405833868
/organization/player-x,Player X,http://www.playerx.com,Games,16910000,operating,GBR,H9,London,London,2,2003-01-01,2005-10-03,2007-01-18,1,Unknown,16910000.0,7.926364246654724e-05,0.0014423226788110742,0.013936893745122088,30.0,0.19607843137254904,5.0,16.643415780011367,285.20563092220425
/organization/playerduel,PlayerDuel,http://www.PlayerDuel.com,Mobile|Software,21189,closed,USA,CA,SF Bay Area,Palo Alto,2,2011-01-01,2011-09-05,2012-06-13,0,Software,21189.0,1.4328356165197126e-06,0.016038692107825596,0.12171553870739955,131.0,0.02284843869002285,2.0,9.961284651262345,8.740830786959192
/organization/playerize,Playerize,http://www.playerize.com,Games,1000000,acquired,USA,CA,SF Bay Area,San Francisco,1,,2012-01-04,2012-01-04,1,Unknown,1000000.0,4.687382759701197e-06,0.0014423226788110742,0.08455048872040732,91.0,0.03285870755750274,2.0,13.815511557963774,39.673750407430376
/organization/players-revolution-sports,Players Revolution Sports,http://www.playersrev.com/,Mobile|Recreation|Sponsorship|Sports,10000,operating,USA,,,,1,2011-01-01,2013-12-01,2013-12-01,1,Recreation,10000.0,1.0,1.0,0.0,0.0,10.0,2.0,9.210440366976517,91.1924788809556
/organization/playfab-inc,"PlayFab, Inc.",http://playfab.com,Developer Tools|Games|PaaS|Service Providers,9900000,operating,USA,WA,Seattle,Seattle,2,2014-01-01,2014-08-19,2015-02-27,1,Games,9900000.0,0.0022805085604567653,0.058216768033782215,0.036537261980455205,485.0,0.0757110701862083,36.0,16.108045416114916,17.877677178405165
/organization/playfilm,PlayFilm,http://playfilm.es/,Advertising|Entertainment|Online Video Advertising|Software,270820,operating,ESP,60,Valencia,Valencia,1,2014-01-01,2014-06-13,2014-06-13,1,Entertainment,270820.0,0.00010362051808720386,0.44607972781022986,0.013936893745122088,10.0,0.19607843137254904,1.0,12.509213365019475,5.377978420777614
/organization/playfire,Playfire,http://www.playfire.com,Games,2100000,acquired,GBR,H9,London,London,1,2007-01-01,2009-11-10,2009-11-10,1,Unknown,2100000.0,9.843503795372513e-06,0.0014423226788110742,0.0,0.0,0.0,0.0,14.557448378884015,0.0
/organization/playfirst,PlayFirst,http://www.playfirst.com,Games|iPhone|Mobile Games,37720000,acquired,USA,CA,SF Bay Area,San Francisco,5,2004-09-30,2004-01-01,2013-04-25,1,iPhone,37720000.0,0.038692598560363535,0.17322067016677195,0.08313519175869338,2565.0,0.03341622629779297,85.0,17.445701042240664,3.181788896528561
/organization/playfish,Playfish,http://www.playfish.com,Apps|Facebook Applications|Games|Social Games|Social Network Media|Web Tools,21000000,acquired,GBR,H9,London,London,3,2007-10-01,2008-03-11,2008-10-28,1,Facebook Applications,21000000.0,0.04710788371161383,0.17203366756603486,0.596034489166388,1283.0,0.004674353381115612,5.0,16.860033043306743,0.4329405297133435
/organization/playful-2,Playful,http://www.playfulcorp.com/,Software,25000000,operating,USA,TX,Dallas,Mckinney,1,2012-01-01,2015-10-25,2015-10-25,1,Unknown,25000000.0,0.00011718456899252991,0.0014423226788110742,0.0,0.0,0.0,0.0,17.034386422832473,0.0
/organization/playgiga,PlayGiga,http://www.playgiga.com/,Digital Entertainment|Games|Video Games,5533513,operating,ESP,29,Madrid,Madrid,2,2013-01-01,2014-05-30,2015-07-14,1,Games,5533513.0,0.0012746690672625046,0.058216768033782215,0.037281190768201584,107.0,0.07421150278293136,7.0,15.526333614728053,16.89075257402263
/organization/playhaven,PlayHaven,http://www.playhaven.com,Advertising|Mobile,30800000,acquired,USA,CA,SF Bay Area,San Francisco,6,2014-08-19,2008-04-01,2014-10-20,1,Mobile,30800000.0,0.001757785577449822,0.12278296107089119,0.071815993651335,438.0,0.038662724584944276,16.0,17.243025280411334,5.020691902418505
/organization/playhem,Playhem,http://playhem.com,Digital Media|Games|Mobile|Social Media|Social Network Media|Video Games,820000,operating,USA,CA,SF Bay Area,San Francisco,2,2009-07-01,2010-01-01,2010-07-01,1,Games,820000.0,0.00018889060803783307,0.058216768033782215,0.0,0.0,0.0,0.0,13.617060838751888,0.0
/organization/playjam,PlayJam,http://www.playjam.com,Games|Social Games|Television,5000000,operating,GBR,H9,London,London,1,1999-01-01,2011-10-25,2011-10-25,1,Social Games,5000000.0,0.0305737553477702,0.3552994304574378,0.03010369048946371,54.0,0.09174311926605504,4.0,15.424948670398354,3.8738984721905143
/organization/playlab,PlayLab,http://flowygame.com,Games,22818,operating,,,,,1,,2013-07-01,2013-07-01,1,Unknown,22818.0,1.069566998108619e-07,0.0014423226788110742,0.005574757498048835,4.0,0.47619047619047616,1.0,10.035348801246425,417.63701815998763
/organization/playlogic,Playlogic,http://www.playlogicgames.com,Games,19300000,operating,NLD,7,Amsterdam,Amsterdam,2,,2007-11-01,2008-03-21,1,Unknown,19300000.0,9.04664872622331e-05,0.0014423226788110742,0.0,0.0,0.0,0.0,16.775615705688583,0.0
/organization/playmaroo,Playmaroo,,Games|Online Gaming|Video Games,448436,operating,,,,,1,,2013-08-27,2013-08-27,1,Online Gaming,448436.0,0.010554953817929539,0.4175678544371475,0.05714126435500056,41.0,0.04854368932038835,1.0,13.013523482386978,1.477483478556116
/organization/playmatics,Playmatics,http://www.playmatics.com,Games|Gamification|Mobile Games|Social Games,1000000,operating,USA,NY,New York City,New York,1,2009-01-01,2011-04-21,2011-04-21,1,Gamification,1000000.0,0.012648488511947066,0.13843718863744475,0.0,0.0,0.0,0.0,13.815511557963774,0.0
/organization/playmob,PlayMob,http://www.playmob.com,Advertising|Analytics|Apps|Brand Marketing|Cause Marketing|Charity|Games|Mobile|Networking|Social Media,2183409,operating,GBR,H9,London,London,5,2011-07-01,2011-04-01,2014-04-01,1,Analytics,2183409.0,0.002345399249815908,0.07007509926451577,0.02588280266951245,65.0,0.106544901065449,6.0,14.596398432830641,19.42141616085351
/organization/playmobs,PlayMobs,http://www.bridgecall.co.kr/,Apps|Mobile|Software,-,operating,KOR,11,Seoul,Seoul,1,2011-07-15,2013-09-01,2013-09-01,1,Mobile,0.0,0.0,0.12278296107089119,0.016724272494146503,12.0,0.1639344262295082,1.0,0.0,0.0
/organization/playmotion,PlayMotion,http://www.playmotion.com,Computer Vision|Games|Kinect,500000,operating,USA,GA,Atlanta,Atlanta,1,2003-07-04,2006-07-01,2006-07-01,1,Games,500000.0,0.00011517720002306895,0.058216768033782215,0.0,0.0,10.0,2.0,13.122365377402328,1923.6275413845303
/organization/playnatic-entertainment,Playnatic Entertainment,http://playnatic.com,Games,30000000,operating,RUS,48,Moscow,Moscow,2,2009-01-01,2009-01-01,2010-03-02,1,Unknown,30000000.0,0.0001406214827910359,0.0014423226788110742,0.001114951499609767,2.0,2.0,4.0,17.216707972959764,3009.3029983924002
/organization/playnery,Playnery,http://www.playnery.com,Games,6479503,operating,KOR,11,Seoul,Seoul,2,2007-10-01,2012-11-12,2013-12-03,1,Unknown,6479503.0,3.037191065363218e-05,0.0014423226788110742,0.13267922845356228,238.0,0.020964360587002094,4.0,15.684154522188999,28.736147383285893
/organization/playnik,playnik,http://www.playnik.de,Game|Games|Social Games,-,operating,DEU,4,Hamburg,Hamburg,1,2008-03-01,2009-09-01,2009-09-01,1,Games,0.0,0.0,0.058216768033782215,0.19790389118073365,355.0,0.014064697609001408,4.0,0.0,0.0
/organization/playnomics,Playnomics,http://www.playnomics.com,Apps|Big Data|Mobile|Predictive Analytics,6000000,acquired,USA,CA,SF Bay Area,San Francisco,3,2009-01-01,2009-12-16,2013-02-20,1,Big Data,6000000.0,0.0013112415426504332,0.19888614678042676,0.06445813357118965,555.0,0.04305705059203444,23.0,15.607270193858982,3.217077976199741
/organization/playon-sports,PlayOn! Sports,http://playonsports.com,Games,10000000,acquired,USA,GA,Atlanta,Atlanta,2,2008-01-01,2010-08-02,2011-09-02,1,Unknown,10000000.0,4.687382759701197e-05,0.0014423226788110742,0.012669903404656443,50.0,0.21526418786692758,10.0,16.118095750958314,303.229413221891
/organization/playphilo-com,PlayPhilo.Com,http://playphilo.com,Curated Web,-,acquired,USA,NY,New York City,New York,1,,2010-07-29,2010-07-29,1,Unknown,0.0,0.0,0.0014423226788110742,0.0,0.0,0.0,0.0,0.0,0.0
/organization/playphone,PlayPhone,http://www.playphone.com,Games,95097200,operating,USA,CA,SF Bay Area,San Francisco,3,2003-04-01,2006-08-28,2012-01-01,1,Unknown,95097200.0,0.0004457569757758566,0.0014423226788110742,0.10580889731296689,949.0,0.02627430373095113,24.0,18.37041009490583,42.18284591724508
/organization/playraven,PlayRaven,http://www.playraven.com/,Development Platforms|Game|Mobile,6399999,operating,FIN,13,Helsinki,Helsinki,2,2013-01-01,2014-01-21,2014-12-10,1,Game,6399999.0,0.0100370715217018,0.5497315835978311,0.03010369048946371,54.0,0.09174311926605504,4.0,15.671808548329901,2.5686965733155067
/organization/playrcart,Playrcart,http://playrcart.com,Curated Web,268611,operating,GBR,H9,London,London,1,2011-01-01,2013-11-28,2013-11-28,1,Unknown,268611.0,1.2590825704660981e-06,0.0014423226788110742,0.04320437060987847,31.0,0.06410256410256411,1.0,12.501023238171614,70.03365190499979
/organization/playroll,Playroll,http://www.playroll.me,Concerts|E-Commerce|Events|Ticketing,150000,operating,HKG,,Hong Kong,Hong Kong,1,2013-10-15,2013-09-01,2013-09-01,1,E-Commerce,150000.0,8.153953478672759e-06,0.08048398670297363,0.018117961868658713,13.0,0.15151515151515152,1.0,11.918397239722838,19.957318741074257
/organization/playscape,PlayScape,http://www.playscape.com,Games,15400000,operating,ISR,5,Tel Aviv,Tel Aviv,5,2008-01-01,2008-03-26,2012-12-11,1,Unknown,15400000.0,7.218569449939842e-05,0.0014423226788110742,0.039023302486341845,210.0,0.07092198581560284,14.0,16.54987813231892,102.57971699433298
/organization/playsimple,PlaySimple,https://playsimple.in/,Entertainment|Games|Online Gaming,-,operating,IND,19,Bangalore,Bangalore,1,,2014-11-23,2014-11-23,1,Games,0.0,0.0,0.058216768033782215,0.05853495372951277,42.0,0.04739336492890995,1.0,0.0,0.0
/organization/playsino,Playsino,http://www.playsino.com,Games,1500000,operating,USA,CA,Los Angeles,Santa Monica,1,,2012-04-20,2012-04-20,1,Unknown,1500000.0,7.031074139551794e-06,0.0014423226788110742,0.0650388374772364,140.0,0.04267425320056899,5.0,14.220976332738882,53.037268902265865
/organization/playsmrt,Playrific,http://b2b.playrific.com/,Games,4700000,operating,USA,MA,Boston,Billerica,3,2010-03-01,2011-12-31,2015-02-15,1,Unknown,4700000.0,2.2030698970595624e-05,0.0014423226788110742,0.026015534990894564,56.0,0.10600706713780919,5.0,15.363073279446223,142.3307475494616
/organization/playspace,Playspace,http://www.playspace.com,Facebook Applications|Games|Social Games,6459235,operating,ESP,7,Palma De Mallorca,Palma De Mallorca,2,2011-06-01,2012-09-05,2015-01-15,1,Games,6459235.0,0.0014879132031820155,0.058216768033782215,0.005574757498048835,12.0,0.47619047619047616,5.0,15.68102160251091,109.46213605949407
/organization/playspan,PlaySpan,http://playspan.com,Game|Games,46300000,acquired,USA,CA,SF Bay Area,Santa Clara,4,2006-05-01,2007-09-01,2010-08-19,1,Games,46300000.0,0.010665408722136185,0.058216768033782215,0.06213320629643519,1226.0,0.044660982541615914,54.0,17.650652540654736,11.555743663726947
/organization/playsquare,PlaySquare,http://playsquare.tv,iPad|Mobile|Television,660000,operating,USA,NY,New York City,New York,1,2011-04-01,2013-04-11,2013-04-11,1,Mobile,660000.0,3.7666833802496185e-05,0.12278296107089119,0.0,0.0,10.0,1.0,13.399996629152975,1009.1653719033184
/organization/playstudios,PLAYSTUDIOS,http://playstudios.com,Games,28700017,operating,USA,CA,SF Bay Area,Burlingame,2,2011-01-01,2012-08-16,2014-10-23,1,Unknown,28700017.0,0.00013452796488893124,0.0014423226788110742,0.07990485747203331,86.0,0.03476245654692931,2.0,17.172408307907354,52.170797343025505
/organization/playteau,Playteau,http://playteau.com,Games,620000,operating,USA,WA,Seattle,Bellevue,1,2010-01-01,2010-03-18,2010-03-18,1,Unknown,620000.0,2.906177311014742e-06,0.0014423226788110742,0.0,0.0,0.0,0.0,13.3374763699232,0.0
/organization/playtestcloud,PlaytestCloud,http://www.playtestcloud.com,Games|iOS|Usability,122980,operating,DEU,11,Berlin,Potsdam,1,2012-10-01,2012-08-01,2012-08-01,1,iOS,122980.0,0.00044071032096984996,0.12518209634523975,0.028802913739918983,31.0,0.09584664536741214,2.0,11.71978515087788,8.309547798916128
/organization/playtika,Playtika,http://www.playtika.com,Entertainment|Games|Social Games,1500000,acquired,ISR,5,Tel Aviv,Tel Aviv,1,,2010-11-01,2010-11-01,1,Games,1500000.0,0.00034553160006920683,0.058216768033782215,0.012543204370609878,9.0,0.2173913043478261,1.0,14.220976332738882,45.319012952104295
/organization/playto,Playto,http://playto.org/,Entertainment|Games|Video Games,91250,operating,HKG,,Wan Chai,Wan Chai,2,,2014-01-01,2014-07-01,1,Games,91250.0,2.1019839004210084e-05,0.058216768033782215,0.053889322481138736,58.0,0.051457975986277875,2.0,11.4213692302888,8.615485026959412
/organization/playtox,Playtox,http://playtox.ru/en,Games|MMO Games|Mobile|Web Development,3000000,operating,RUS,53,Novosibirsk,Novosibirsk,1,2010-06-01,2013-06-04,2013-06-04,1,MMO Games,3000000.0,0.06255603978564131,0.28652048775915273,0.04459805998439068,32.0,0.06211180124223602,1.0,14.914123179965662,3.1240440134735974
/organization/playviews,Playviews,http://www.playviews.com,Games|Mobile|Mobile Games,1300000,operating,USA,CA,SF Bay Area,San Francisco,1,,2012-02-06,2012-02-06,1,Mobile,1300000.0,7.419224839885613e-05,0.12278296107089119,0.0018582524993496115,2.0,1.3043478260869565,2.0,14.077875591662238,138.2891771339832
/organization/playwith,PlayWith,http://playwith.co,Active Lifestyle|Fitness|Local|Mobile|Social Games|Sports,50000,operating,USA,CA,SF Bay Area,San Francisco,1,2014-01-01,2014-02-14,2014-02-14,1,Fitness,50000.0,4.874358587803336e-05,0.6522214733582723,0.0013936893745122088,1.0,1.6666666666666667,1.0,10.819798284210286,27.231066744032237
/organization/plaza-bank,Plaza Bank,http://plazabankwa.com,Banking|E-Commerce|Non Profit,4200000,ipo,USA,WA,Seattle,Seattle,1,,2014-07-03,2014-07-03,1,E-Commerce,4200000.0,0.00022831069740283724,0.08048398670297363,0.0,0.0,0.0,0.0,15.250595321348806,0.0
/organization/plazavip-com,PlazaVIP.com S.A.P.I. de C.V.,http://www.plazavip.com,E-Commerce|Internet,2000000,operating,MEX,19,Monterrey,Monterrey,1,2007-12-14,2010-12-20,2010-12-20,1,Internet,2000000.0,0.00037047307370950233,0.0894082979842507,0.0,0.0,10.0,1.0,14.508658238524095,1459.501724979006
/organization/plazes,Plazes,http://plazes.com,Curated Web|Location Based Services|Maps|Social Media,4695100,acquired,,,,,2,2006-01-01,2006-01-01,2007-02-01,1,Location Based Services,4695100.0,0.010480451084072171,0.09451578175006868,0.0464563124837403,100.0,0.059642147117296214,5.0,15.362030182640186,8.766374310478415
/organization/plc-diagnostics,PLC Diagnostics,http://plcds.com,Biotechnology|Health Diagnostics,183691,operating,USA,CA,Los Angeles,Chatsworth,2,2006-01-01,2009-12-07,2011-04-11,1,Health Diagnostics,183691.0,2.6066327831241792e-05,0.021114896607199618,0.0,0.0,0.0,0.0,12.121015720989814,0.0
/organization/pldt,PLDT,http://www.pldtonline.com,Mobile,-,operating,PHL,D5,PHL - Other,Legaspi,1,,2002-11-01,2002-11-01,1,Unknown,0.0,0.0,0.0014423226788110742,0.12821942245512322,92.0,0.021691973969631236,1.0,0.0,0.0
/organization/plectix-biosystems,Plectix Biosystems,,Biotechnology,6916666,operating,USA,MA,Boston,Somerville,1,,2008-02-15,2008-02-15,1,Unknown,6916666.0,3.2421060963011434e-05,0.0014423226788110742,0.0,0.0,0.0,0.0,15.74944456416564,0.0
/organization/pledge51,Pledge51,http://www.pledge51.com,Games|Mobile|Social Games,30000,operating,NGA,5,Lagos,Yaba,1,2012-02-03,2013-03-31,2013-03-31,1,Mobile,30000.0,1.7121288092043722e-06,0.12278296107089119,0.0,0.0,10.0,1.0,10.308985993422082,776.3786791829594
/organization/pledgeling,Pledgeling,https://www.pledgeling.com/,Internet|Mobile|Nonprofits,4000000,operating,USA,CA,Los Angeles,Santa Monica,1,2014-05-01,2015-04-17,2015-04-17,1,Mobile,4000000.0,0.0002282838412272496,0.12278296107089119,0.023692719366707547,34.0,0.11627906976744186,3.0,15.201805169084134,13.312338794005841
